Data,preco_soja_usd_log_ret,petroleo_wti_usd_log_ret,dxy_index_log_ret,taxa_cambio_usd_brl_log_ret,Precip_Brasil_Media_mm,Precip_EUA_Media_mm,ONI,cvol_proxy_diff,imports_1000MT,Estoque_USA_MT,Estoque_Brasil_MT_diff,Estoque_Argentina_MT_diff
2008-11-01,-0.046738770662305355,-0.2197942042496421,0.010339912046757433,0.06233551409725863,170.6,60.2,-0.244,-0.919314164628986,4284.067137809187,0.5326459412780655,-0.21390087463556862,-0.19438741258741266
2008-12-01,0.0962877724318967,-0.1991816134200902,-0.06407630712425764,0.004807389236518158,194.0,42.6,0.583,3.0194269853665503,3993.621908127209,0.4546977547495681,-0.11883381924198233,-0.12959160839160844
2009-01-01,0.007939598628760949,-0.06771246158090692,0.0560693017695283,0.002373504189030455,207.1,32.2,0.478,-2.3502071057262413,3335.1148409894,0.319119170984456,0.09254810495626808,0.16600559440559393
2009-02-01,-0.11390027720596085,0.07129348599861295,0.026898173368807194,0.030311782825124,196.6,37.0,0.438,1.4192510336660291,3201.710247349824,0.2694784110535406,0.3032069970845479,0.1428601398601399
2009-03-01,0.08491274033270865,0.10388489663629596,-0.030633440931071662,-0.03164888324215179,183.6,60.4,0.277,0.12483440737176466,3335.1148409894,0.2269291882556131,0.7580174927113701,0.4285804195804197
2009-04-01,0.11684889266458655,0.02897602998925894,-0.008101964121419393,-0.056419869804003306,160.2,85.0,-0.574,0.29387253501727173,3468.5194346289763,0.1914715025906735,0.7580174927113701,0.7143006993006991
2009-05-01,0.10123988798799909,0.26016490531149694,-0.06817634906929393,-0.10501554112164263,106.3,109.5,-0.412,-0.38024223392693557,3779.7968197879854,0.1631053540587219,0.4548104956268224,0.5714405594405596
2009-06-01,0.03506219543562193,0.05258186210826131,0.011669622359403928,-0.009684071603840863,80.4,116.3,-0.265,-2.7876188041170167,4091.074204946997,0.1418307426597582,-0.3638483965014574,0.14286013986013968
2009-07-01,-0.0782095265918754,-0.006315508288684883,-0.02283866853452489,-0.045849549635925115,67.4,102.7,0.8,3.86331178013117,4224.478798586573,0.156013816925734,-0.3941690962099127,-0.4285804195804195
2009-08-01,-0.030441025501235522,0.007316580950048481,-0.002300026569790645,0.0081171010665347,77.8,97.9,0.483,0.7938855902979753,4669.16077738516,0.1985630397236615,-0.3638483965014576,-0.4285804195804199
2009-09-01,-0.17111189322060671,0.00924812737785429,-0.019636336914415905,-0.05955150883892381,114.1,83.8,0.459,5.349355348438479,4980.438162544171,0.709153713298791,-0.3335276967930032,-0.3428643356643355
2009-10-01,-0.009756174945364685,0.08663364432542846,-0.004576667027411978,-0.004526174629419991,157.8,70.8,0.307,-2.798375369022523,5113.842756183745,0.6524214162348878,-0.3032069970845479,-0.3142923076923074
2009-11-01,0.14182479381494936,0.003629768050578731,-0.020122468741443647,-0.004546754067619706,170.6,60.2,-0.252,0.48820457886719737,5247.247349823322,0.5815060449050087,-0.27288629737609327,-0.2571482517482515
2009-12-01,-0.008191282221739633,0.02655927307235488,0.04036187263334206,-0.007145950088466008,194.0,42.6,0.28,-6.780678851649611,4891.501766784453,0.4964075993091537,-0.15160349854227395,-0.17143216783216808
2010-01-01,-0.1363605380991349,-0.08504300758249579,0.02034140820414313,0.0783200543620901,207.1,32.2,0.497,-0.612501148606384,3467.6899293286224,0.454818652849741,0.15160349854227395,-0.06499020979020942
2010-02-01,0.05019875786199178,0.08881612235937644,0.011262789560280878,-0.04214913472831766,196.6,37.0,0.664,-2.2505533594209624,3328.9823321554773,0.3840690846286702,0.4002332361516032,0.14155244755244767
2010-03-01,-0.023385073082525295,0.05018798880878339,0.00879643905288205,-0.01308882758953573,183.6,60.4,0.101,-4.019957610863486,3467.6899293286224,0.323426597582038,1.0005830903790087,0.4246573426573428
2010-04-01,0.061221198832896014,0.028134396411657114,0.009819644388741111,-0.026242560125310562,160.2,85.0,0.632,-3.80276596346917,3606.397526501768,0.2728911917098445,1.0005830903790085,0.7077622377622372
2010-05-01,-0.06068964018414663,-0.15243035737416244,0.05605171207135304,0.0464441461774146,106.3,109.5,-0.118,-2.9880941520738986,3930.048586572439,0.2324628670120898,0.6003498542274057,0.5662097902097911
2010-06-01,-0.006932399807478779,0.022193424268161868,-0.006604508104119685,-0.008940456902729117,80.4,116.3,0.152,-12.587298137572219,4253.69964664311,0.2021416234887738,-0.4802798833819244,0.1415524475524479
2010-07-01,0.08165662621745147,0.04296171083371295,-0.05348612996448274,-0.028052093781504386,67.4,102.7,0.983,-5.5033085944807,4392.407243816255,0.2223557858376511,-0.5203032069970854,-0.42465734265734323
2010-08-01,-0.003210656200102086,-0.09326035053828628,0.02015365043605547,0.0005699629678378127,77.8,97.9,0.292,-3.6648701685134597,4854.765901060072,0.2829982728842833,-0.48027988338192307,-0.4246573426573428
2010-09-01,0.08712433644925961,0.10609717418043377,-0.055350095083164956,-0.03916145564978254,114.1,83.8,-0.022,-3.6734238502299092,5178.416961130743,1.0107081174438688,-0.44025655976676425,-0.3397258741258744
2010-10-01,0.11872679730627189,0.018092191135241513,-0.018591470798505486,0.008026483129294954,157.8,70.8,0.024,3.1450028542136295,5317.124558303887,0.9298514680483594,-0.4002332361516032,-0.3114153846153844
2010-11-01,0.003417075015088513,0.032381710495305895,0.04948630492886266,0.008079196220561842,170.6,60.2,-0.184,-3.1003013566546826,5455.832155477032,0.8287806563039725,-0.3602099125364433,-0.2547944055944056
